,ID,name,location,volcano_number,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,images,uri,api_endpoint,measurement_methods,inferred_causes,references,date_added,last_modified
663,5289,Lake Yojoa,"[{'name': 'Mexico and Central America', 'url': 'https://comet.nerc.ac.uk/location/mexico-and-central-america/', 'slug': 'mexico-and-central-america', 'id': 41, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/41'}]",343150,Honduras,No,,,"<p>There are no published measurements of deformation at the Lake Yojoa Volcanic Field</p>
",14.98,-87.98,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lake_yojoa/lake-yojoa_063A_07484_040804.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lake_yojoa/lake-yojoa_063A_07484_040804.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 314009, 'filename': 'lake-yojoa_063A_07484_040804.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lake_yojoa/lake-yojoa_128D_07531_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lake_yojoa/lake-yojoa_128D_07531_131313.jpg', 'width': 638, 'height': 1050, 'mime': 'image/jpeg', 'size': 281433, 'filename': 'lake-yojoa_128D_07531_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/lake-yojoa/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5289,No measurements,[],['-'],2015-08-05 14:36:28,2015-08-05 14:36:28
664,5943,Lamongan,"[{'name': 'Indonesia', 'url': 'https://comet.nerc.ac.uk/location/indonesia/', 'slug': 'indonesia', 'id': 57, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57'}]",263320,Indonesia,Yes,Yes,2007 to 2008,"<p>Philibosian and Simon (2011) and Chaussard and Amelung (2012) identified a deformation event at Lamongan volcano that is likely linked to a magmatic intrusion at several kilometres&#8217; depth. Both authors identified a central line-of-sight change of ~12cm between September and December 2007. The subsequent acquisitions suggest that the area was stable following the magma intrusion event. However, Philibosian and Simon (2011) highlighted the deformation event is poorly constrained due to only having two prior acquisitions before the uplift.</p>
<p>&nbsp;</p>
",-7.979,113.342,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lamongan/lamongan_105D_09780_091010.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lamongan/lamongan_105D_09780_091010.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 288991, 'filename': 'lamongan_105D_09780_091010.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lamongan/lamongan_105D_09782_131111.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lamongan/lamongan_105D_09782_131111.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 285011, 'filename': 'lamongan_105D_09782_131111.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lamongan/lamongan_054A_09773_111212.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lamongan/lamongan_054A_09773_111212.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 291705, 'filename': 'lamongan_054A_09773_111212.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lamongan/lamongan_054A_09773_111213.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lamongan/lamongan_054A_09773_111213.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 287809, 'filename': 'lamongan_054A_09773_111213.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lamongan/lamongan_003D_09757_111111.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lamongan/lamongan_003D_09757_111111.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 288775, 'filename': 'lamongan_003D_09757_111111.jpg'}]",https://comet.nerc.ac.uk/volcanoes/lamongan/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5943,InSAR,Magmatic,"['Chaussard, E., & Amelung, F. (2012). Precursory inflation of shallow magma reservoirs at west Sunda volcanoes detected by InSAR. Geophysical Research Letters, 39(21).', 'Philibosian, B., & Simons, M. (2011). A survey of volcanic deformation on Java using ALOS PALSAR interferometric time series. Geochemistry, Geophysics, Geosystems, 12(11).']",2019-09-03 16:31:32,2019-09-03 16:31:32
665,4226,Langjokull,"[{'name': 'Iceland and Arctic Ocean', 'url': 'https://comet.nerc.ac.uk/location/iceland-and-arctic-ocean/', 'slug': 'iceland-and-arctic-ocean', 'id': 52, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/52'}]",311080,Iceland,Yes,No,,"<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
The different snow and ice types on a glacier may be subdivided according to the glacier-facies concept. The surticial expression of some facies may be detected at the end ofthe balance year by the use ofvisible and near-infrared image data from the Landsat multispectral scanner (MSS) and thematic mapper (TM) sensors (Williams et al., 1991)<br />
The construction of digital elevation models (DEMs) of glaciers, ice caps, and ice sheets is an important application of remote sensing in glaciology. DEMs are used to determine mass balance via volume change (Haeberli et al. <span class=""ref-lnk"">1999</span>; Krabill et al. <span class=""ref-lnk"">1999</span>; Barrand et al.,), to delineate catchments of ice and water flow (Elvehøy, et al., 2009), and as inputs to hydrology and ice flow models (e.g. Kääb and Funk <span class=""ref-lnk"">1999</span>; Hubbard et al. <span class=""ref-lnk"">2000 </span>; Arnold et al. <span class=""ref-lnk"">2006b</span>; Joughin et al. <span class=""ref-lnk"">2009</span>). Remote-sensing technologies have been a boon to this field, reducing the effort needed for fieldwork and extending coverage to previously inaccessible locations. Satellite radar and laser altimetry have been particularly useful, because the techniques measure surface elevation directly (Bamber and Rivera <span class=""ref-lnk"">2007)</span>. Although satellite altimetry is highly accurate over large areas, its relatively low spatial resolution means it can only be used at the scale of large glaciated regions, ice caps, and ice sheets (Rignot et al., 2003; Zwally et al. <span class=""ref-lnk"">2005</span>; Pritchard et al. <span class=""ref-lnk"">2009</span>; Moholdt et al. <span class=""ref-lnk"">2010</span>). For this reason, higher resolution multispectral satellite imagery or airborne data are often used for studying smaller ice caps and mountain glaciers (Pope et al., 2013).
</div>
</div>
</div>
",64.85,-19.7,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/langjokull/langjokull_009D_02423_131316.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/langjokull/langjokull_009D_02423_131316.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 254337, 'filename': 'langjokull_009D_02423_131316.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/langjokull/langjokull_016A_02562_091313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/langjokull/langjokull_016A_02562_091313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 228945, 'filename': 'langjokull_016A_02562_091313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/langjokull/langjokull_009D_02426_131311.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/langjokull/langjokull_009D_02426_131311.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 231134, 'filename': 'langjokull_009D_02426_131311.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/langjokull/langjokull_155D_02469_131310.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/langjokull/langjokull_155D_02469_131310.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 253773, 'filename': 'langjokull_155D_02469_131310.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/langjokull/langjokull_016A_02563_081313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/langjokull/langjokull_016A_02563_081313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 238246, 'filename': 'langjokull_016A_02563_081313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/langjokull/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4226,"InSAR, EDM, LiDAR",ArrayIce cap research / Glacier,"['Williams, R. S., Hall, D. K., & Benson, C. S. (1991). Analysis of glacier facies using satellite techniques. Journal of Glaciology, 37(125), 120-128.', 'Pope, A. J. (2009). Recent Changes to Langjökull Icecap, Iceland: An investigation integrating airborne LiDAR and satellite imagery (Doctoral dissertation, Scott Polar Research Institute, University of Cambridge).', 'Pope, A., Willis, I. C., Rees, W. G., Arnold, N. S., & Pálsson, F. (2013). Combining airborne lidar and Landsat ETM+ data with photoclinometry to produce a digital elevation model for Langjökull, Iceland. International journal of remote sensing, 34(4), 1005-1025.']",2017-07-27 14:54:41,2017-07-27 14:54:41
666,5020,Lanín,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",357122,Argentina/Chile,Yes,No,2006-2008,"<p>No deformation was detected at Lanín during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-39.637,-71.502,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lanin/lanin_083D_13027_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lanin/lanin_083D_13027_131313.jpg', 'width': 617, 'height': 1050, 'mime': 'image/jpeg', 'size': 276685, 'filename': 'lanin_083D_13027_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lanin/lanin_164A_12971_071312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lanin/lanin_164A_12971_071312.jpg', 'width': 617, 'height': 1050, 'mime': 'image/jpeg', 'size': 285350, 'filename': 'lanin_164A_12971_071312.jpg'}]",https://comet.nerc.ac.uk/volcanoes/lanin/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5020,InSAR,[],"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",2018-03-01 14:13:55,2018-03-01 14:13:55
667,5238,Lanzarote,"[{'name': 'Atlantic Ocean', 'url': 'https://comet.nerc.ac.uk/location/atlantic-ocean/', 'slug': 'atlantic-ocean', 'id': 46, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/46'}]",383060,Spain,Yes,Yes,1992 to 2000,"<p>Romero et al. (2003)<span style=""color: #333333;""> analysed 6 ERS SAR images. They distinguished relatively important atmospheric contributions in the differential interferograms and no large ground deformations during the studied period (1992–2000).</span><br />
<span style=""color: #333333;"">Gonzalez &amp; Fernandez (2011) analysed 14 ERS SAR images </span><span style=""color: #333333;"">acquired in the period 1992–2000. They</span> detected subsidence around Timanfaya volcano where the last eruption in 1730–1736 occurred. Deformation closely follows the surface temperature anomalies indicating that magma crystallization (cooling and contraction) of the 300-year shallow magmatic body under Timanfaya volcano is still ongoing.<br />
<span style=""color: #333333;"">The area of Lanzarote (and northern islets) is stable at the level of ∼±1 mm/year during t1992 to 2000. The subsidence covers two areas (central part and northwestern coast). The largest deformation rates are associated to the Timanfaya eruption area (Montañas del Fuego) with linear velocities of 4–6 mm/year, and affecting an area of ≈7 km</span><span style=""color: #333333;"">2</span><span style=""color: #333333;"">. The second deformation area is smaller in magnitude (3–4 mm/year) and located on the northwestern coast (Gonzalez &amp; Fernandez, 2011).</span><br />
&nbsp;</p>
",29.03,-13.63,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lanzarote/lanzarote_023D_06184_131002.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lanzarote/lanzarote_023D_06184_131002.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 158138, 'filename': 'lanzarote_023D_06184_131002.jpg'}]",https://comet.nerc.ac.uk/volcanoes/lanzarote/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5238,InSAR,"Magmatic, Cooling of a magma body","['Gonzalez, P. J., & Fernandez, J. (2011). Error estimation in multitemporal InSAR deformation time series, with application to Lanzarote, Canary Islands. Journal of Geophysical Research: Solid Earth (1978–2012), 116(B10).', 'Romero, R., D. Carrasco, V. Araña, and J. Fernández (2003), A new approach to the monitoring of deformation on Lanzarote (Canary Islands): An 8-year perspective, Bull. Volcanol., 65, 1–7, doi:10.1007/s00445-002-0232-3.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=383060']",2015-04-20 10:23:43,2015-04-20 10:23:43
668,4528,Larancagua,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",355810,Bolivia/Chile,Yes,No,1992-2002,"<p>No deformation was detected at Volcán Larancagua during a regional InSAR survey of Central Andean Volcanoes (Pritchard &amp; Simons, 2004).</p>
",-18.02,-69.08,[],https://comet.nerc.ac.uk/volcanoes/larancagua/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4528,InSAR,[],"['Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the central Andes, Geochem. Geophys. Geosyst., 5, Q02002, doi:10.1029/2003GC000610.']",2018-02-27 15:23:02,2018-02-27 15:23:02
669,1673,Lardello,"[{'name': 'Mediterranean and W. Asia', 'url': 'https://comet.nerc.ac.uk/location/mediterranean-and-w-asia/', 'slug': 'mediterranean-and-w-asia', 'id': 48, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/48'}]",211001,Italy,No,,,"<p>Some microgravity measurements possibly published in Dini et al. (1995).</p>
",43.25,10.87,[],https://comet.nerc.ac.uk/volcanoes/lardello/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1673,"No measurements, Gravity",[],"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=211001', 'Dini, I., Marson, I., Palmieri, F., Rossi, A.: Reinjection<br />\nMonitoring in the Larderello Geothermal Field Using<br />\nMicrogravity and Topographic Measurements,<br />\nProceedings, World Geothermal Congress, Florence,<br />\nVol. 3, (1995), 1851-1854. ']",2015-07-19 17:29:10,2015-07-19 17:29:10
670,279,Larderello,"[{'name': 'Mediterranean and W. Asia', 'url': 'https://comet.nerc.ac.uk/location/mediterranean-and-w-asia/', 'slug': 'mediterranean-and-w-asia', 'id': 48, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/48'}]",211001,Italy,No,Yes,,,43.25,10.87,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/larderello/larderello_168D_04626_101304.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/larderello/larderello_168D_04626_101304.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 283825, 'filename': 'larderello_168D_04626_101304.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/larderello/larderello_015A_04723_101013.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/larderello/larderello_015A_04723_101013.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 279572, 'filename': 'larderello_015A_04723_101013.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/larderello/larderello_117A_04664_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/larderello/larderello_117A_04664_131312.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 312776, 'filename': 'larderello_117A_04664_131312.jpg'}]",https://comet.nerc.ac.uk/volcanoes/larderello/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/279,No measurements,"Magmatic, Geothermal power plant. The heat source are granite plutons linked to extensional tectonic setting. (Brogi 2008; Frondini et al 2009)","['Brogi A. The structure of the Monte Amiata volcano-geothermal area (Northern Apennines, Italy): Neogene-Quaternary compression versus extension. Int J Earth Sci. 2008b;97(4):677–703. doi:10.1007/s00531-007-0191-1.', 'Frondini F, Caliro S, Cardellini C, Chiodini G, Morgantini N. Carbon dioxide degassing and thermal energy release in the Monte Amiata volcanic-geothermal area (Italy). Appl Geochem. 2009;24(5):860–75. doi:10.1016/j. apgeochem.2009.01.010.']",2017-03-27 13:19:31,2017-03-27 13:19:31
671,587,Las Cumbres,"[{'name': 'Mexico and Central America', 'url': 'https://comet.nerc.ac.uk/location/mexico-and-central-america/', 'slug': 'mexico-and-central-america', 'id': 41, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/41'}]",341098,Mexico,Yes,No,2007-2010,"<p>No deformation was observed at Las Cumbres volcanic complex in a regional ALOS survey of Mexican volcanoes (<em>Chaussard et al., 2013</em>)</p>
",19.15,-97.27,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/las_cumbres/las-cumbres_005A_07021_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/las_cumbres/las-cumbres_005A_07021_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 281103, 'filename': 'las-cumbres_005A_07021_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/las_cumbres/las-cumbres_143D_07132_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/las_cumbres/las-cumbres_143D_07132_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 277908, 'filename': 'las-cumbres_143D_07132_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/las_cumbres/las-cumbres_070D_07100_041013.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/las_cumbres/las-cumbres_070D_07100_041013.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 290122, 'filename': 'las-cumbres_070D_07100_041013.jpg'}]",https://comet.nerc.ac.uk/volcanoes/las-cumbres/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/587,InSAR,[],"['Chaussard, E., F. Amelung, and Y. Aoki (2013), Characterization of open and closed volcanic systems in Indonesia and Mexico using InSAR time series, J. Geophys. Res. Solid Earth, 118, 3957–3969, doi:10.1002/jgrb.50288.']",2015-03-09 11:02:45,2015-03-09 11:02:45
672,3012,Las Lajas,"[{'name': 'Mexico and Central America', 'url': 'https://comet.nerc.ac.uk/location/mexico-and-central-america/', 'slug': 'mexico-and-central-america', 'id': 41, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/41'}]",344133,Nicaragua,No,,,"<p>No published measurements</p>
",12.3,-85.73,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/las_lajas/las-lajas_157D_07716_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/las_lajas/las-lajas_157D_07716_131313.jpg', 'width': 632, 'height': 1050, 'mime': 'image/jpeg', 'size': 291257, 'filename': 'las-lajas_157D_07716_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/las-lajas/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/3012,No measurements,[],['-'],2015-09-21 16:09:28,2015-09-21 16:09:28
673,5387,Las Pilas,"[{'name': 'Mexico and Central America', 'url': 'https://comet.nerc.ac.uk/location/mexico-and-central-america/', 'slug': 'mexico-and-central-america', 'id': 41, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/41'}]",344080,Nicaragua,Yes,No,2007-2010,"<p><span style=""color: #333333;"">No deformation was detected at Las Pilas (detection threshold 1.4 cm/yr) during an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span></p>
",12.495,-86.688,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/las_pilas/las-pilas_055D_07654_131311.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/las_pilas/las-pilas_055D_07654_131311.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 274278, 'filename': 'las-pilas_055D_07654_131311.jpg'}]",https://comet.nerc.ac.uk/volcanoes/las-pilas/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5387,InSAR,[],"['Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.']",2015-09-21 14:10:27,2015-09-21 14:10:27
674,4323,Lascar,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",355100,Chile,Yes,Yes,1992-2000,"<p>The deformation has spatial dimension of 500 by 400 m and relates to a subsidence of crater floor up to 17 mm. Interpreted to be due of change at crater pressure. Ref 2<br />
Pritchard et at. 2002 published that there was no deformation observed at this volcano.</p>
",-23.37,-67.73,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lascar/lascar_156D_11226_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lascar/lascar_156D_11226_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 267048, 'filename': 'lascar_156D_11226_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lascar/lascar_083D_11452_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lascar/lascar_083D_11452_131313.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 257289, 'filename': 'lascar_083D_11452_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lascar/lascar_149A_11230_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lascar/lascar_149A_11230_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 283177, 'filename': 'lascar_149A_11230_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lascar/lascar_149A_11428_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lascar/lascar_149A_11428_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 299846, 'filename': 'lascar_149A_11428_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lascar/lascar_156D_11424_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lascar/lascar_156D_11424_131313.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 262564, 'filename': 'lascar_156D_11424_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/lascar/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4323,InSAR,Uncertain,"['Pritchard, M. E., & Simons, M. (2002). A satellite geodetic survey of large-scale deformation of volcanic centres in the central Andes. Nature, 418(6894), 167-171.', 'Pavez, A., Remy, D., Bonvalot, S., Diament, M., Gabalda, G., Froger, J. L., ... & Moisset, D. (2006). Insight into ground deformations at Lascar volcano (Chile) from SAR interferometry, photogrammetry and GPS data: Implications on volcano dynamics and future space monitoring. Remote Sensing of Environment, 100(3), 307-320.']",2018-01-26 16:16:24,2018-01-26 16:16:24
675,392,Lassen Volcanic Center,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",323080,United States,Yes,Yes,"1932 - 1934, 1980 - 1984, 1991, 1996 - 2000, 2007 - present","<p><span style=""color: #333333;"">Lassen Volcanic Center, which includes Lassen Peak, first underwent leveling surveys by the U.S Coast and Geodetic Survey in 1932 and 1934. These surveys were repeated by the U.S. Geological survey in 1991, who found no changes larger than the uncertainty in the measurements (Dzurisin, 1999). In 1980-1984 the U.S Geological Survey established and remeasured a trilateration network at Lassen Volcanic Center, measuring slope distances with EDM. Repeat measurements of this network were probably within measurement error (Chadwick et al. 1985).</span><br />
An ERS-1/2 InSAR survey of the volcano in 1996-2000 indicated up to 10 mm/yr subsidence over a ~40 km diameter area centred 5 km southeast of Lassen Peak (Poland et al. 2004). During this time the EDM network was reoccupied with campaign GPS, which indicated shortening of up to 145 mm suggesting that subsidence is a longer lived process. The cause of this deformation is uncertain but the volume loss is modelled at a depth of 11.6 km and rate of 0.007 km³/yr.<br />
Most recently in 2007-2008, 8 continuous GPS receivers were installed to make up the continuous monitoring network at Lassen Volcanic Center (CalVO website) (http://earthquake.usgs.gov/monitoring/gps/NCalifornia/).</p>
",40.492,-121.508,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lassen_volcanic_center/lassen-volcanic-center_137A_05034_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lassen_volcanic_center/lassen-volcanic-center_137A_05034_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 264201, 'filename': 'lassen-volcanic-center_137A_05034_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/lassen_volcanic_center/lassen-volcanic-center_115D_04999_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/lassen_volcanic_center/lassen-volcanic-center_115D_04999_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 278084, 'filename': 'lassen-volcanic-center_115D_04999_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/lassen-volcanic-center/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/392,"InSAR, GPS - continuous, GPS - campaign, Levelling, Tiltmeter, EDM",Uncertain,"['Chadwick, W. W., Iwatsubo, E. Y., Swanson, D. A., and Ewert, J. W. (1985) Measurements of Slope Distances and Vertical Angles at Mount Baker and Mount Rainier, Washington, Mount Hood and Crater Lake, Oregon, and Mount Shasta and Lassen Peak, California, 1980-1984, US Department of the Interior, Geological Survey, Open File Report 85-205.', 'Dzurisin, D. (1999) Results of repeated leveling surveys at Newberry Volcano, Oregon, and near Lassen Peak Volcano, California, Bulletin of Volcanology, , 61, pp. 83-91. doi:10.1007/s004450050264.', 'Poland, M., Bawden, G., Lisowski, M., and Dzurisin, D. (2004) Newly discovered subsidence at Lassen Peak, southern Cascade Range, California, from InSAR and GPS, American Geophysical Union, Fall Meeting 2004, abstract #G51A-0068.', 'USGS California Volcano Observatory (CalVO) website http://volcanoes.usgs.gov/volcanoes/lassen_volcanic_center/lassen_volcanic_center_monitoring_62.html']",2015-02-17 15:13:27,2015-02-17 15:13:27
